Product ID*;Attribute (Name:Type:Position)*;Value (Value:Position)*
878;Terminy:select:1;9'00 23.11:2
879;Terminy:select:1;14'30 18.11:0
880;Terminy:select:1;20'50 18.11:0
881;Terminy:select:1;11'00 18.11:0
882;Terminy:select:1;10'00 18.11:0
883;Terminy:select:1;14'30 19.11:0
883;Terminy:select:1;19'00 19.11:1
883;Terminy:select:1;11'40 20.11:2
883;Terminy:select:1;19'00 20.11:3
883;Terminy:select:1;11'40 21.11:4
883;Terminy:select:1;19'00 21.11:5
883;Terminy:select:1;11'50 22.11:6
883;Terminy:select:1;19'20 22.11:7
883;Terminy:select:1;12'40 23.11:8
883;Terminy:select:1;19'00 23.11:9
883;Terminy:select:1;21'00 23.11:10
883;Terminy:select:1;12'15 24.11:11
883;Terminy:select:1;18'30 24.11:12
883;Terminy:select:1;17'00 24.11:13
883;Terminy:select:1;14'30 25.11:14
883;Terminy:select:1;19'15 25.11:15
884;Terminy:select:1;12'20 19.11:0
884;Terminy:select:1;20'00 19.11:1
884;Terminy:select:1;14'45 20.11:2
884;Terminy:select:1;20'00 20.11:3
884;Terminy:select:1;14'45 21.11:4
884;Terminy:select:1;20'00 21.11:5
884;Terminy:select:1;15'15 22.11:6
884;Terminy:select:1;20'10 22.11:7
884;Terminy:select:1;15'45 23.11:8
884;Terminy:select:1;20'15 23.11:9
884;Terminy:select:1;15'15 24.11:10
884;Terminy:select:1;20'20 24.11:11
884;Terminy:select:1;15'15 25.11:12
884;Terminy:select:1;20'15 25.11:13
885;Terminy:select:1;17'00 19.11:0
885;Terminy:select:1;17'00 20.11:1
885;Terminy:select:1;11'00 20.11:2
885;Terminy:select:1;17'00 21.11:3
885;Terminy:select:1;11'00 21.11:4
885;Terminy:select:1;17'00 22.11:5
885;Terminy:select:1;12'00 22.11:6
885;Terminy:select:1;17'00 23.11:7
885;Terminy:select:1;11'20 23.11:8
885;Terminy:select:1;17'15 24.11:9
885;Terminy:select:1;11'45 24.11:10
885;Terminy:select:1;17'00 25.11:11
886;Terminy:select:1;10'00 19.11:0
886;Terminy:select:1;17'45 19.11:1
886;Terminy:select:1;13'45 19.11:2
886;Terminy:select:1;10'00 20.11:3
886;Terminy:select:1;12'15 20.11:4
886;Terminy:select:1;17'30 20.11:5
886;Terminy:select:1;10'00 21.11:6
886;Terminy:select:1;12'15 21.11:7
886;Terminy:select:1;17'30 21.11:8
886;Terminy:select:1;10'00 22.11:9
886;Terminy:select:1;12'50 22.11:10
886;Terminy:select:1;17'00 22.11:11
886;Terminy:select:1;13'15 23.11:12
886;Terminy:select:1;16'45 23.11:13
886;Terminy:select:1;11'30 23.11:14
886;Terminy:select:1;13'10 24.11:15
886;Terminy:select:1;18'00 24.11:16
886;Terminy:select:1;9'00 24.11:17
886;Terminy:select:1;10'00 25.11:18
886;Terminy:select:1;17'00 25.11:19
886;Terminy:select:1;9'00 25.11:20
887;Terminy:select:1;15'10 19.11:0
887;Terminy:select:1;9'15 19.11:1
887;Terminy:select:1;15'10 20.11:2
887;Terminy:select:1;10'15 20.11:3
887;Terminy:select:1;15'10 21.11:4
887;Terminy:select:1;10'15 21.11:5
887;Terminy:select:1;15'10 22.11:6
887;Terminy:select:1;15'10 23.11:7
887;Terminy:select:1;15'30 24.11:8
887;Terminy:select:1;10'45 24.11:9
887;Terminy:select:1;11'15 25.11:10
887;Terminy:select:1;13'10 25.11:11
888;Terminy:select:1;11'00 19.11:0
889;Terminy:select:1;12'45 20.11:0
889;Terminy:select:1;12'45 21.11:1
890;Terminy:select:1;18'00 22.11:0
891;Terminy:select:1;19'00 23.11:0
892;Terminy:select:1;13'00* 25.11:0
892;Terminy:select:1;18'00* 25.11:1
893;Terminy:select:1;8'30 25.11:0
894;Terminy:select:1;18'00* 01.12:0
895;Terminy:select:1;13'00* 18.11:0
895;Terminy:select:1;18'00* 18.11:1
896;Terminy:select:1;14'45 18.11:0
896;Terminy:select:1;12'50 18.11:1
896;Terminy:select:1;15'50 18.11:2
896;Terminy:select:1;18'30 18.11:3
896;Terminy:select:1;21'10 18.11:4
896;Terminy:select:1;10'45 19.11:5
896;Terminy:select:1;13'20 19.11:6
896;Terminy:select:1;16'00 19.11:7
896;Terminy:select:1;18'15 19.11:8
896;Terminy:select:1;20'50 19.11:9
896;Terminy:select:1;9'00 19.11:10
896;Terminy:select:1;10'45 20.11:11
896;Terminy:select:1;13'20 20.11:12
896;Terminy:select:1;16'00 20.11:13
896;Terminy:select:1;18'15 20.11:14
896;Terminy:select:1;20'50 20.11:15
896;Terminy:select:1;10'45 21.11:16
896;Terminy:select:1;13'20 21.11:17
896;Terminy:select:1;16'00 21.11:18
896;Terminy:select:1;18'15 21.11:19
896;Terminy:select:1;20'50 21.11:20
896;Terminy:select:1;10'45 22.11:21
896;Terminy:select:1;13'20 22.11:22
896;Terminy:select:1;16'00 22.11:23
896;Terminy:select:1;18'15 22.11:24
896;Terminy:select:1;20'50 22.11:25
896;Terminy:select:1;10'45 23.11:26
896;Terminy:select:1;13'20 23.11:27
896;Terminy:select:1;16'00 23.11:28
896;Terminy:select:1;18'15 23.11:29
896;Terminy:select:1;20'50 23.11:30
896;Terminy:select:1;13'10 24.11:31
896;Terminy:select:1;16'00 24.11:32
896;Terminy:select:1;18'15 24.11:33
896;Terminy:select:1;20'50 24.11:34
896;Terminy:select:1;10'00 24.11:35
896;Terminy:select:1;10'30 25.11:36
896;Terminy:select:1;13'20 25.11:37
896;Terminy:select:1;16'00 25.11:38
896;Terminy:select:1;18'15 25.11:39
896;Terminy:select:1;20'50 25.11:40
897;Terminy:select:1;17'20 18.11:0
897;Terminy:select:1;11'30 18.11:1
897;Terminy:select:1;13'40 18.11:2
897;Terminy:select:1;15'30 18.11:3
897;Terminy:select:1;14'30 19.11:4
897;Terminy:select:1;16'45 19.11:5
897;Terminy:select:1;11'00 20.11:6
897;Terminy:select:1;14'30 20.11:7
897;Terminy:select:1;16'45 20.11:8
897;Terminy:select:1;11'00 21.11:9
897;Terminy:select:1;14'30 21.11:10
897;Terminy:select:1;16'45 21.11:11
897;Terminy:select:1;11'00 22.11:12
897;Terminy:select:1;14'30 22.11:13
897;Terminy:select:1;16'45 22.11:14
897;Terminy:select:1;10'10 23.11:15
897;Terminy:select:1;14'30 23.11:16
897;Terminy:select:1;16'45 23.11:17
897;Terminy:select:1;11'00 24.11:18
897;Terminy:select:1;14'30 24.11:19
897;Terminy:select:1;16'45 24.11:20
897;Terminy:select:1;14'30 25.11:21
897;Terminy:select:1;16'45 25.11:22
898;Terminy:select:1;14'10 18.11:0
898;Terminy:select:1;20'50 18.11:1
898;Terminy:select:1;19'30 18.11:2
898;Terminy:select:1;19'45 19.11:3
898;Terminy:select:1;19'45 20.11:4
898;Terminy:select:1;19'45 21.11:5
898;Terminy:select:1;13'00 22.11:6
898;Terminy:select:1;19'45 23.11:7
898;Terminy:select:1;13'00 24.11:8
898;Terminy:select:1;13'00 25.11:9
899;Terminy:select:1;17'30 18.11:0
899;Terminy:select:1;11'00 18.11:1
899;Terminy:select:1;13'00 19.11:2
899;Terminy:select:1;9'00 19.11:3
899;Terminy:select:1;13'00 20.11:4
899;Terminy:select:1;13'00 21.11:5
900;Terminy:select:1;12'30 18.11:0
900;Terminy:select:1;14'20 18.11:1
900;Terminy:select:1;16'40 18.11:2
900;Terminy:select:1;19'00 18.11:3
900;Terminy:select:1;21'00 18.11:4
900;Terminy:select:1;9'30 18.11:5
900;Terminy:select:1;12'20 19.11:6
900;Terminy:select:1;16'20 19.11:7
900;Terminy:select:1;18'30 19.11:8
900;Terminy:select:1;20'50 19.11:9
900;Terminy:select:1;12'20 20.11:10
900;Terminy:select:1;16'20 20.11:11
900;Terminy:select:1;18'30 20.11:12
900;Terminy:select:1;20'50 20.11:13
900;Terminy:select:1;12'20 21.11:14
900;Terminy:select:1;16'20 21.11:15
900;Terminy:select:1;18'30 21.11:16
900;Terminy:select:1;20'50 21.11:17
900;Terminy:select:1;16'15 22.11:18
900;Terminy:select:1;12'20 22.11:19
900;Terminy:select:1;18'30 22.11:20
900;Terminy:select:1;20'50 22.11:21
900;Terminy:select:1;12'20 23.11:22
900;Terminy:select:1;16'20 23.11:23
900;Terminy:select:1;18'30 23.11:24
900;Terminy:select:1;20'50 23.11:25
900;Terminy:select:1;16'15 24.11:26
900;Terminy:select:1;18'30 24.11:27
900;Terminy:select:1;20'50 24.11:28
900;Terminy:select:1;9'00 24.11:29
900;Terminy:select:1;16'15 25.11:30
900;Terminy:select:1;12'20 25.11:31
900;Terminy:select:1;18'30 25.11:32
900;Terminy:select:1;20'50 25.11:33
901;Terminy:select:1;17'45 18.11:0
901;Terminy:select:1;21'20 18.11:1
901;Terminy:select:1;11'15 19.11:2
901;Terminy:select:1;11'15 20.11:3
901;Terminy:select:1;11'15 21.11:4
901;Terminy:select:1;11'15 22.11:5
901;Terminy:select:1;13'00 23.11:6
901;Terminy:select:1;10'00 23.11:7
901;Terminy:select:1;11'15 24.11:8
901;Terminy:select:1;9'00 24.11:9
901;Terminy:select:1;11'30 25.11:10
902;Terminy:select:1;10'20 18.11:0
903;Terminy:select:1;15'15 18.11:0
903;Terminy:select:1;8'10 18.11:1
904;Terminy:select:1;11'15 18.11:0
904;Terminy:select:1;20'00 18.11:1
905;Terminy:select:1;10'10 18.11:0
906;Terminy:select:1;10'40 18.11:0
907;Terminy:select:1;13'20 19.11:0
907;Terminy:select:1;18'45 19.11:1
907;Terminy:select:1;21'15 19.11:2
907;Terminy:select:1;13'15 20.11:3
907;Terminy:select:1;18'45 20.11:4
907;Terminy:select:1;21'15 20.11:5
907;Terminy:select:1;13'15 21.11:6
907;Terminy:select:1;18'45 21.11:7
907;Terminy:select:1;21'15 21.11:8
907;Terminy:select:1;21'15 22.11:9
907;Terminy:select:1;13'10 22.11:10
907;Terminy:select:1;19'30 22.11:11
907;Terminy:select:1;13'15 23.11:12
907;Terminy:select:1;18'45 23.11:13
907;Terminy:select:1;21'15 23.11:14
907;Terminy:select:1;21'15 24.11:15
907;Terminy:select:1;14'40 24.11:16
907;Terminy:select:1;19'30 24.11:17
907;Terminy:select:1;21'15 25.11:18
907;Terminy:select:1;13'10 25.11:19
907;Terminy:select:1;19'30 25.11:20
908;Terminy:select:1;17'00 19.11:0
908;Terminy:select:1;10'00 19.11:1
908;Terminy:select:1;15'30 19.11:2
908;Terminy:select:1;17'00 20.11:3
908;Terminy:select:1;10'00 20.11:4
908;Terminy:select:1;17'00 21.11:5
908;Terminy:select:1;10'00 21.11:6
908;Terminy:select:1;18'30 22.11:7
908;Terminy:select:1;10'00 22.11:8
908;Terminy:select:1;15'30 22.11:9
908;Terminy:select:1;17'00 23.11:10
908;Terminy:select:1;10'00 23.11:11
908;Terminy:select:1;15'30 23.11:12
908;Terminy:select:1;18'30 24.11:13
908;Terminy:select:1;10'00 24.11:14
908;Terminy:select:1;15'30 24.11:15
908;Terminy:select:1;18'30 25.11:16
908;Terminy:select:1;10'10 25.11:17
908;Terminy:select:1;15'30 25.11:18
909;Terminy:select:1;12'45 19.11:0
909;Terminy:select:1;20'00 19.11:1
909;Terminy:select:1;15'15 20.11:2
909;Terminy:select:1;20'00 20.11:3
909;Terminy:select:1;15'15 21.11:4
909;Terminy:select:1;20'00 21.11:5
909;Terminy:select:1;12'45 22.11:6
909;Terminy:select:1;20'30 22.11:7
909;Terminy:select:1;12'45 23.11:8
909;Terminy:select:1;20'00 23.11:9
909;Terminy:select:1;12'45 24.11:10
909;Terminy:select:1;20'00 24.11:11
909;Terminy:select:1;20'15 25.11:12
910;Terminy:select:1;14'40 19.11:0
910;Terminy:select:1;10'45 19.11:1
910;Terminy:select:1;17'30 19.11:2
910;Terminy:select:1;14'40 20.11:3
910;Terminy:select:1;10'30 20.11:4
910;Terminy:select:1;17'30 20.11:5
910;Terminy:select:1;14'40 21.11:6
910;Terminy:select:1;10'30 21.11:7
910;Terminy:select:1;17'30 21.11:8
910;Terminy:select:1;10'30 22.11:9
910;Terminy:select:1;14'40 22.11:10
910;Terminy:select:1;17'00 22.11:11
910;Terminy:select:1;14'40 23.11:12
910;Terminy:select:1;10'30 23.11:13
910;Terminy:select:1;17'30 23.11:14
910;Terminy:select:1;10'45 24.11:15
910;Terminy:select:1;13'40 24.11:16
910;Terminy:select:1;17'10 24.11:17
910;Terminy:select:1;10'00 25.11:18
910;Terminy:select:1;14'40 25.11:19
910;Terminy:select:1;17'00 25.11:20
911;Terminy:select:1;10'35 19.11:0
911;Terminy:select:1;15'45 19.11:1
911;Terminy:select:1;10'20 20.11:2
911;Terminy:select:1;15'45 20.11:3
911;Terminy:select:1;10'20 21.11:4
911;Terminy:select:1;15'45 21.11:5
911;Terminy:select:1;10'20 22.11:6
911;Terminy:select:1;15'45 22.11:7
911;Terminy:select:1;10'15 23.11:8
911;Terminy:select:1;15'45 23.11:9
911;Terminy:select:1;12'00 24.11:10
911;Terminy:select:1;15'45 24.11:11
911;Terminy:select:1;11'15 25.11:12
911;Terminy:select:1;15'45 25.11:13
912;Terminy:select:1;19'00 19.11:0
912;Terminy:select:1;21'30 19.11:1
912;Terminy:select:1;19'00 20.11:2
912;Terminy:select:1;21'30 20.11:3
912;Terminy:select:1;19'00 21.11:4
912;Terminy:select:1;21'30 21.11:5
912;Terminy:select:1;19'00 22.11:6
912;Terminy:select:1;21'30 22.11:7
912;Terminy:select:1;19'00 23.11:8
912;Terminy:select:1;21'30 23.11:9
912;Terminy:select:1;19'00 24.11:10
912;Terminy:select:1;21'30 24.11:11
912;Terminy:select:1;19'00 25.11:12
912;Terminy:select:1;21'30 25.11:13
913;Terminy:select:1;12'45 20.11:0
913;Terminy:select:1;12'45 21.11:1
914;Terminy:select:1;18'00 22.11:0
915;Terminy:select:1;12'00 23.11:0
915;Terminy:select:1;9'00 25.11:1
916;Terminy:select:1;18'00* 24.11:0
917;Terminy:select:1;13'00* 25.11:0
917;Terminy:select:1;18'00* 25.11:1
918;Terminy:select:1;9'00 25.11:0
919;Terminy:select:1;11'30 25.11:0
920;Terminy:select:1;9'00 25.11:0
921;Terminy:select:1;13'00* 18.11:0
921;Terminy:select:1;18'00* 18.11:1
922;Terminy:select:1;12'20 18.11:0
922;Terminy:select:1;15'00 18.11:1
922;Terminy:select:1;18'30 18.11:2
922;Terminy:select:1;21'10 18.11:3
922;Terminy:select:1;15'40 19.11:4
922;Terminy:select:1;18'45 19.11:5
922;Terminy:select:1;21'20 19.11:6
922;Terminy:select:1;15'40 20.11:7
922;Terminy:select:1;18'45 20.11:8
922;Terminy:select:1;21'20 20.11:9
922;Terminy:select:1;15'40 21.11:10
922;Terminy:select:1;18'45 21.11:11
922;Terminy:select:1;21'20 21.11:12
922;Terminy:select:1;15'30 22.11:13
922;Terminy:select:1;18'45 22.11:14
922;Terminy:select:1;21'20 22.11:15
922;Terminy:select:1;15'40 23.11:16
922;Terminy:select:1;18'45 23.11:17
922;Terminy:select:1;21'20 23.11:18
922;Terminy:select:1;12'30 24.11:19
922;Terminy:select:1;15'40 24.11:20
922;Terminy:select:1;18'45 24.11:21
922;Terminy:select:1;21'20 24.11:22
922;Terminy:select:1;15'20 25.11:23
922;Terminy:select:1;18'45 25.11:24
922;Terminy:select:1;21'20 25.11:25
923;Terminy:select:1;10'45 18.11:0
923;Terminy:select:1;13'30 18.11:1
923;Terminy:select:1;14'50 18.11:2
923;Terminy:select:1;17'00 18.11:3
923;Terminy:select:1;10'15 19.11:4
923;Terminy:select:1;16'30 19.11:5
923;Terminy:select:1;10'15 20.11:6
923;Terminy:select:1;16'30 20.11:7
923;Terminy:select:1;10'15 21.11:8
923;Terminy:select:1;16'30 21.11:9
923;Terminy:select:1;10'15 22.11:10
923;Terminy:select:1;13'15 22.11:11
923;Terminy:select:1;16'30 22.11:12
923;Terminy:select:1;10'15 23.11:13
923;Terminy:select:1;13'20 23.11:14
923;Terminy:select:1;16'30 23.11:15
923;Terminy:select:1;10'15 24.11:16
923;Terminy:select:1;16'30 24.11:17
923;Terminy:select:1;9'30 24.11:18
923;Terminy:select:1;10'30 25.11:19
923;Terminy:select:1;16'30 25.11:20
924;Terminy:select:1;17'30 18.11:0
924;Terminy:select:1;20'50 18.11:1
924;Terminy:select:1;20'15 19.11:2
924;Terminy:select:1;20'15 20.11:3
924;Terminy:select:1;20'15 21.11:4
924;Terminy:select:1;20'15 23.11:5
924;Terminy:select:1;20'15 24.11:6
925;Terminy:select:1;15'15 18.11:0
926;Terminy:select:1;15'40 18.11:0
926;Terminy:select:1;19'15 18.11:1
926;Terminy:select:1;21'30 18.11:2
926;Terminy:select:1;15'10 19.11:3
926;Terminy:select:1;19'20 19.11:4
926;Terminy:select:1;21'40 19.11:5
926;Terminy:select:1;15'10 20.11:6
926;Terminy:select:1;19'20 20.11:7
926;Terminy:select:1;21'40 20.11:8
926;Terminy:select:1;15'10 21.11:9
926;Terminy:select:1;19'20 21.11:10
926;Terminy:select:1;21'40 21.11:11
926;Terminy:select:1;15'10 22.11:12
926;Terminy:select:1;20'10 22.11:13
926;Terminy:select:1;21'45 22.11:14
926;Terminy:select:1;15'10 23.11:15
926;Terminy:select:1;19'20 23.11:16
926;Terminy:select:1;21'40 23.11:17
926;Terminy:select:1;15'10 24.11:18
926;Terminy:select:1;19'20 24.11:19
926;Terminy:select:1;21'40 24.11:20
926;Terminy:select:1;14'45 25.11:21
926;Terminy:select:1;20'10 25.11:22
926;Terminy:select:1;21'45 25.11:23
927;Terminy:select:1;20'00 18.11:0
928;Terminy:select:1;11'50 18.11:0
929;Terminy:select:1;11'15 18.11:0
930;Terminy:select:1;10'00 18.11:0
931;Terminy:select:1;9'30 18.11:0
932;Terminy:select:1;11'45 19.11:0
932;Terminy:select:1;18'15 19.11:1
932;Terminy:select:1;11'45 20.11:2
932;Terminy:select:1;18'15 20.11:3
932;Terminy:select:1;11'45 21.11:4
932;Terminy:select:1;18'15 21.11:5
932;Terminy:select:1;11'45 22.11:6
932;Terminy:select:1;19'20 22.11:7
932;Terminy:select:1;12'30 23.11:8
932;Terminy:select:1;18'15 23.11:9
932;Terminy:select:1;11'45 24.11:10
932;Terminy:select:1;18'15 24.11:11
932;Terminy:select:1;11'45 25.11:12
932;Terminy:select:1;19'20 25.11:13
933;Terminy:select:1;14'15 19.11:0
933;Terminy:select:1;20'45 19.11:1
933;Terminy:select:1;14'15 20.11:2
933;Terminy:select:1;20'45 20.11:3
933;Terminy:select:1;14'15 21.11:4
933;Terminy:select:1;20'45 21.11:5
933;Terminy:select:1;14'15 22.11:6
933;Terminy:select:1;20'20 22.11:7
933;Terminy:select:1;14'20 23.11:8
933;Terminy:select:1;20'45 23.11:9
933;Terminy:select:1;14'15 24.11:10
933;Terminy:select:1;20'45 24.11:11
933;Terminy:select:1;14'30 25.11:12
933;Terminy:select:1;20'20 25.11:13
934;Terminy:select:1;11'10 19.11:0
934;Terminy:select:1;17'30 19.11:1
934;Terminy:select:1;11'10 20.11:2
934;Terminy:select:1;17'30 20.11:3
934;Terminy:select:1;11'10 21.11:4
934;Terminy:select:1;17'30 21.11:5
934;Terminy:select:1;11'10 22.11:6
934;Terminy:select:1;17'30 22.11:7
934;Terminy:select:1;11'10 23.11:8
934;Terminy:select:1;17'30 23.11:9
934;Terminy:select:1;17'30 24.11:10
934;Terminy:select:1;11'10 25.11:11
934;Terminy:select:1;17'30 25.11:12
935;Terminy:select:1;10'50 19.11:0
935;Terminy:select:1;13'15 19.11:1
935;Terminy:select:1;17'00 19.11:2
935;Terminy:select:1;10'50 20.11:3
935;Terminy:select:1;14'00 20.11:4
935;Terminy:select:1;17'00 20.11:5
935;Terminy:select:1;10'50 21.11:6
935;Terminy:select:1;14'00 21.11:7
935;Terminy:select:1;17'00 21.11:8
935;Terminy:select:1;10'45 22.11:9
935;Terminy:select:1;14'00 22.11:10
935;Terminy:select:1;17'00 22.11:11
935;Terminy:select:1;10'45 23.11:12
935;Terminy:select:1;12'00 23.11:13
935;Terminy:select:1;14'00 23.11:14
935;Terminy:select:1;17'00 23.11:15
935;Terminy:select:1;10'35 24.11:16
935;Terminy:select:1;14'00 24.11:17
935;Terminy:select:1;17'00 24.11:18
935;Terminy:select:1;10'40 25.11:19
935;Terminy:select:1;14'00 25.11:20
935;Terminy:select:1;17'00 25.11:21
936;Terminy:select:1;12'30 19.11:0
936;Terminy:select:1;12'30 20.11:1
936;Terminy:select:1;12'30 21.11:2
936;Terminy:select:1;12'30 22.11:3
936;Terminy:select:1;10'00 23.11:4
936;Terminy:select:1;11'30 24.11:5
937;Terminy:select:1;14'00 19.11:0
938;Terminy:select:1;13'15 20.11:0
938;Terminy:select:1;13'15 21.11:1
939;Terminy:select:1;9'00 20.11:0
940;Terminy:select:1;18'00 22.11:0
941;Terminy:select:1;13'00* 25.11:0
941;Terminy:select:1;18'00* 25.11:1
942;Terminy:select:1;9'00 25.11:0
943;Terminy:select:1;12'45 25.11:0
944;Terminy:select:1;13'00 18.11:0
944;Terminy:select:1;18'00 18.11:1
945;Terminy:select:1;10'30 18.11:0
945;Terminy:select:1;15'30 18.11:1
945;Terminy:select:1;17'15 18.11:2
945;Terminy:select:1;18'30 18.11:3
945;Terminy:select:1;21'10 18.11:4
945;Terminy:select:1;11'30 19.11:5
945;Terminy:select:1;14'10 19.11:6
945;Terminy:select:1;16'00 19.11:7
945;Terminy:select:1;18'40 19.11:8
945;Terminy:select:1;21'15 19.11:9
945;Terminy:select:1;11'45 20.11:10
945;Terminy:select:1;16'00 20.11:11
945;Terminy:select:1;18'40 20.11:12
945;Terminy:select:1;21'15 20.11:13
945;Terminy:select:1;11'45 21.11:14
945;Terminy:select:1;16'00 21.11:15
945;Terminy:select:1;18'40 21.11:16
945;Terminy:select:1;21'15 21.11:17
945;Terminy:select:1;11'30 22.11:18
945;Terminy:select:1;14'10 22.11:19
945;Terminy:select:1;16'00 22.11:20
945;Terminy:select:1;18'40 22.11:21
945;Terminy:select:1;21'15 22.11:22
945;Terminy:select:1;10'10 23.11:23
945;Terminy:select:1;16'00 23.11:24
945;Terminy:select:1;18'40 23.11:25
945;Terminy:select:1;21'15 23.11:26
945;Terminy:select:1;11'40 24.11:27
945;Terminy:select:1;14'15 24.11:28
945;Terminy:select:1;16'00 24.11:29
945;Terminy:select:1;18'40 24.11:30
945;Terminy:select:1;21'15 24.11:31
945;Terminy:select:1;11'45 25.11:32
945;Terminy:select:1;16'00 25.11:33
945;Terminy:select:1;18'40 25.11:34
945;Terminy:select:1;21'15 25.11:35
946;Terminy:select:1;10'40 18.11:0
946;Terminy:select:1;14'45 18.11:1
946;Terminy:select:1;17'00 18.11:2
946;Terminy:select:1;10'30 19.11:3
946;Terminy:select:1;12'50 19.11:4
946;Terminy:select:1;16'45 19.11:5
946;Terminy:select:1;10'30 20.11:6
946;Terminy:select:1;12'50 20.11:7
946;Terminy:select:1;16'45 20.11:8
946;Terminy:select:1;10'30 21.11:9
946;Terminy:select:1;12'50 21.11:10
946;Terminy:select:1;16'45 21.11:11
946;Terminy:select:1;10'30 22.11:12
946;Terminy:select:1;12'50 22.11:13
946;Terminy:select:1;16'45 22.11:14
946;Terminy:select:1;10'20 23.11:15
946;Terminy:select:1;12'50 23.11:16
946;Terminy:select:1;16'45 23.11:17
946;Terminy:select:1;10'30 24.11:18
946;Terminy:select:1;12'50 24.11:19
946;Terminy:select:1;16'45 24.11:20
946;Terminy:select:1;10'15 25.11:21
946;Terminy:select:1;14'30 25.11:22
946;Terminy:select:1;16'45 25.11:23
947;Terminy:select:1;11'20 18.11:0
947;Terminy:select:1;17'30 18.11:1
947;Terminy:select:1;20'50 18.11:2
947;Terminy:select:1;19'30 19.11:3
947;Terminy:select:1;19'30 20.11:4
947;Terminy:select:1;19'30 21.11:5
947;Terminy:select:1;19'30 22.11:6
947;Terminy:select:1;19'30 23.11:7
947;Terminy:select:1;19'30 24.11:8
947;Terminy:select:1;19'30 25.11:9
948;Terminy:select:1;15'00 18.11:0
948;Terminy:select:1;15'00 19.11:1
948;Terminy:select:1;15'00 20.11:2
948;Terminy:select:1;15'00 21.11:3
948;Terminy:select:1;14'45 22.11:4
948;Terminy:select:1;15'00 23.11:5
948;Terminy:select:1;14'45 24.11:6
948;Terminy:select:1;14'45 25.11:7
949;Terminy:select:1;12'10 18.11:0
949;Terminy:select:1;19'15 18.11:1
949;Terminy:select:1;21'30 18.11:2
949;Terminy:select:1;13'45 19.11:3
949;Terminy:select:1;18'20 19.11:4
949;Terminy:select:1;20'40 19.11:5
949;Terminy:select:1;21'30 19.11:6
949;Terminy:select:1;14'20 20.11:7
949;Terminy:select:1;18'20 20.11:8
949;Terminy:select:1;20'40 20.11:9
949;Terminy:select:1;21'30 20.11:10
949;Terminy:select:1;14'20 21.11:11
949;Terminy:select:1;18'20 21.11:12
949;Terminy:select:1;20'40 21.11:13
949;Terminy:select:1;21'30 21.11:14
949;Terminy:select:1;13'45 22.11:15
949;Terminy:select:1;20'10 22.11:16
949;Terminy:select:1;21'30 22.11:17
949;Terminy:select:1;12'30 23.11:18
949;Terminy:select:1;18'20 23.11:19
949;Terminy:select:1;20'40 23.11:20
949;Terminy:select:1;21'30 23.11:21
949;Terminy:select:1;13'45 24.11:22
949;Terminy:select:1;20'00 24.11:23
949;Terminy:select:1;21'30 24.11:24
949;Terminy:select:1;13'45 25.11:25
949;Terminy:select:1;20'10 25.11:26
949;Terminy:select:1;21'30 25.11:27
950;Terminy:select:1;14'10 18.11:0
950;Terminy:select:1;19'50 18.11:1
951;Terminy:select:1;11'30 18.11:0
951;Terminy:select:1;9'30 24.11:1
952;Terminy:select:1;14'30 18.11:0
953;Terminy:select:1;20'00 18.11:0
954;Terminy:select:1;10'00 18.11:0
955;Terminy:select:1;13'00 18.11:0
956;Terminy:select:1;12'40 19.11:0
956;Terminy:select:1;19'00 19.11:1
956;Terminy:select:1;12'40 20.11:2
956;Terminy:select:1;19'00 20.11:3
956;Terminy:select:1;12'40 21.11:4
956;Terminy:select:1;19'00 21.11:5
956;Terminy:select:1;12'40 22.11:6
956;Terminy:select:1;19'00 22.11:7
956;Terminy:select:1;12'40 23.11:8
956;Terminy:select:1;19'00 23.11:9
956;Terminy:select:1;12'40 24.11:10
956;Terminy:select:1;19'00 24.11:11
956;Terminy:select:1;12'30 25.11:12
956;Terminy:select:1;19'00 25.11:13
957;Terminy:select:1;11'00 19.11:0
957;Terminy:select:1;17'30 19.11:1
957;Terminy:select:1;11'00 20.11:2
957;Terminy:select:1;17'30 20.11:3
957;Terminy:select:1;11'00 21.11:4
957;Terminy:select:1;17'30 21.11:5
957;Terminy:select:1;11'00 22.11:6
957;Terminy:select:1;17'45 22.11:7
957;Terminy:select:1;11'00 23.11:8
957;Terminy:select:1;17'30 23.11:9
957;Terminy:select:1;11'00 24.11:10
957;Terminy:select:1;17'45 24.11:11
957;Terminy:select:1;11'00 25.11:12
957;Terminy:select:1;17'45 25.11:13
958;Terminy:select:1;14'45 19.11:0
958;Terminy:select:1;20'15 19.11:1
958;Terminy:select:1;14'45 20.11:2
958;Terminy:select:1;20'15 20.11:3
958;Terminy:select:1;14'45 21.11:4
958;Terminy:select:1;20'15 21.11:5
958;Terminy:select:1;15'00 22.11:6
958;Terminy:select:1;20'30 22.11:7
958;Terminy:select:1;14'45 23.11:8
958;Terminy:select:1;20'15 23.11:9
958;Terminy:select:1;15'00 24.11:10
958;Terminy:select:1;20'30 24.11:11
958;Terminy:select:1;15'00 25.11:12
958;Terminy:select:1;20'30 25.11:13
959;Terminy:select:1;10'00 19.11:0
959;Terminy:select:1;12'20 19.11:1
959;Terminy:select:1;17'00 19.11:2
959;Terminy:select:1;10'00 20.11:3
959;Terminy:select:1;12'20 20.11:4
959;Terminy:select:1;17'00 20.11:5
